DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20121106,6-Nov-12,3,Tuesday,Martes,Mardi,6,311,45,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121107,7-Nov-12,4,Wednesday,Miércoles,Mercredi,7,312,45,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121108,8-Nov-12,5,Thursday,Jueves,Jeudi,8,313,45,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121109,9-Nov-12,6,Friday,Viernes,Vendredi,9,314,45,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121110,10-Nov-12,7,Saturday,Sábado,Samedi,10,315,45,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121111,11-Nov-12,1,Sunday,Domingo,Dimanche,11,316,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121112,12-Nov-12,2,Monday,Lunes,Lundi,12,317,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121113,13-Nov-12,3,Tuesday,Martes,Mardi,13,318,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121114,14-Nov-12,4,Wednesday,Miércoles,Mercredi,14,319,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121115,15-Nov-12,5,Thursday,Jueves,Jeudi,15,320,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121116,16-Nov-12,6,Friday,Viernes,Vendredi,16,321,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121117,17-Nov-12,7,Saturday,Sábado,Samedi,17,322,46,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121118,18-Nov-12,1,Sunday,Domingo,Dimanche,18,323,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121119,19-Nov-12,2,Monday,Lunes,Lundi,19,324,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121120,20-Nov-12,3,Tuesday,Martes,Mardi,20,325,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121121,21-Nov-12,4,Wednesday,Miércoles,Mercredi,21,326,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121122,22-Nov-12,5,Thursday,Jueves,Jeudi,22,327,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121123,23-Nov-12,6,Friday,Viernes,Vendredi,23,328,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121124,24-Nov-12,7,Saturday,Sábado,Samedi,24,329,47,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121125,25-Nov-12,1,Sunday,Domingo,Dimanche,25,330,48,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121126,26-Nov-12,2,Monday,Lunes,Lundi,26,331,48,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121127,27-Nov-12,3,Tuesday,Martes,Mardi,27,332,48,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121128,28-Nov-12,4,Wednesday,Miércoles,Mercredi,28,333,48,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121129,29-Nov-12,5,Thursday,Jueves,Jeudi,29,334,48,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121130,30-Nov-12,6,Friday,Viernes,Vendredi,30,335,48,November,Noviembre,Novembre,11,4,2012,2,2,2012,1
20121201,1-Dec-12,7,Saturday,Sábado,Samedi,1,336,48,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121202,2-Dec-12,1,Sunday,Domingo,Dimanche,2,337,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121203,3-Dec-12,2,Monday,Lunes,Lundi,3,338,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121204,4-Dec-12,3,Tuesday,Martes,Mardi,4,339,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121205,5-Dec-12,4,Wednesday,Miércoles,Mercredi,5,340,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121206,6-Dec-12,5,Thursday,Jueves,Jeudi,6,341,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121207,7-Dec-12,6,Friday,Viernes,Vendredi,7,342,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121208,8-Dec-12,7,Saturday,Sábado,Samedi,8,343,49,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121209,9-Dec-12,1,Sunday,Domingo,Dimanche,9,344,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121210,10-Dec-12,2,Monday,Lunes,Lundi,10,345,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121211,11-Dec-12,3,Tuesday,Martes,Mardi,11,346,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121212,12-Dec-12,4,Wednesday,Miércoles,Mercredi,12,347,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121213,13-Dec-12,5,Thursday,Jueves,Jeudi,13,348,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121214,14-Dec-12,6,Friday,Viernes,Vendredi,14,349,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121215,15-Dec-12,7,Saturday,Sábado,Samedi,15,350,50,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121216,16-Dec-12,1,Sunday,Domingo,Dimanche,16,351,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121217,17-Dec-12,2,Monday,Lunes,Lundi,17,352,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121218,18-Dec-12,3,Tuesday,Martes,Mardi,18,353,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121219,19-Dec-12,4,Wednesday,Miércoles,Mercredi,19,354,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121220,20-Dec-12,5,Thursday,Jueves,Jeudi,20,355,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121221,21-Dec-12,6,Friday,Viernes,Vendredi,21,356,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121222,22-Dec-12,7,Saturday,Sábado,Samedi,22,357,51,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121223,23-Dec-12,1,Sunday,Domingo,Dimanche,23,358,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121224,24-Dec-12,2,Monday,Lunes,Lundi,24,359,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121225,25-Dec-12,3,Tuesday,Martes,Mardi,25,360,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121226,26-Dec-12,4,Wednesday,Miércoles,Mercredi,26,361,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121227,27-Dec-12,5,Thursday,Jueves,Jeudi,27,362,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121228,28-Dec-12,6,Friday,Viernes,Vendredi,28,363,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121229,29-Dec-12,7,Saturday,Sábado,Samedi,29,364,52,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121230,30-Dec-12,1,Sunday,Domingo,Dimanche,30,365,53,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20121231,31-Dec-12,2,Monday,Lunes,Lundi,31,366,53,December,Diciembre,Décembre,12,4,2012,2,2,2012,1
20070401,1-Apr-07,1,Sunday,Domingo,Dimanche,1,91,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070402,2-Apr-07,2,Monday,Lunes,Lundi,2,92,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070403,3-Apr-07,3,Tuesday,Martes,Mardi,3,93,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070404,4-Apr-07,4,Wednesday,Miércoles,Mercredi,4,94,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070405,5-Apr-07,5,Thursday,Jueves,Jeudi,5,95,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070406,6-Apr-07,6,Friday,Viernes,Vendredi,6,96,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070407,7-Apr-07,7,Saturday,Sábado,Samedi,7,97,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070408,8-Apr-07,1,Sunday,Domingo,Dimanche,8,98,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070409,9-Apr-07,2,Monday,Lunes,Lundi,9,99,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070410,10-Apr-07,3,Tuesday,Martes,Mardi,10,100,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070411,11-Apr-07,4,Wednesday,Miércoles,Mercredi,11,101,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070412,12-Apr-07,5,Thursday,Jueves,Jeudi,12,102,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070413,13-Apr-07,6,Friday,Viernes,Vendredi,13,103,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070414,14-Apr-07,7,Saturday,Sábado,Samedi,14,104,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070415,15-Apr-07,1,Sunday,Domingo,Dimanche,15,105,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070416,16-Apr-07,2,Monday,Lunes,Lundi,16,106,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070417,17-Apr-07,3,Tuesday,Martes,Mardi,17,107,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070418,18-Apr-07,4,Wednesday,Miércoles,Mercredi,18,108,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070419,19-Apr-07,5,Thursday,Jueves,Jeudi,19,109,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070420,20-Apr-07,6,Friday,Viernes,Vendredi,20,110,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070421,21-Apr-07,7,Saturday,Sábado,Samedi,21,111,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070422,22-Apr-07,1,Sunday,Domingo,Dimanche,22,112,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070423,23-Apr-07,2,Monday,Lunes,Lundi,23,113,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070424,24-Apr-07,3,Tuesday,Martes,Mardi,24,114,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070425,25-Apr-07,4,Wednesday,Miércoles,Mercredi,25,115,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070426,26-Apr-07,5,Thursday,Jueves,Jeudi,26,116,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070427,27-Apr-07,6,Friday,Viernes,Vendredi,27,117,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070428,28-Apr-07,7,Saturday,Sábado,Samedi,28,118,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070429,29-Apr-07,1,Sunday,Domingo,Dimanche,29,119,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070430,30-Apr-07,2,Monday,Lunes,Lundi,30,120,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070501,1-May-07,3,Tuesday,Martes,Mardi,1,121,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070502,2-May-07,4,Wednesday,Miércoles,Mercredi,2,122,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070503,3-May-07,5,Thursday,Jueves,Jeudi,3,123,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070504,4-May-07,6,Friday,Viernes,Vendredi,4,124,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070505,5-May-07,7,Saturday,Sábado,Samedi,5,125,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070506,6-May-07,1,Sunday,Domingo,Dimanche,6,126,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070507,7-May-07,2,Monday,Lunes,Lundi,7,127,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070508,8-May-07,3,Tuesday,Martes,Mardi,8,128,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070509,9-May-07,4,Wednesday,Miércoles,Mercredi,9,129,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070510,10-May-07,5,Thursday,Jueves,Jeudi,10,130,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070511,11-May-07,6,Friday,Viernes,Vendredi,11,131,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070512,12-May-07,7,Saturday,Sábado,Samedi,12,132,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070513,13-May-07,1,Sunday,Domingo,Dimanche,13,133,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070514,14-May-07,2,Monday,Lunes,Lundi,14,134,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070515,15-May-07,3,Tuesday,Martes,Mardi,15,135,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070516,16-May-07,4,Wednesday,Miércoles,Mercredi,16,136,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070517,17-May-07,5,Thursday,Jueves,Jeudi,17,137,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070518,18-May-07,6,Friday,Viernes,Vendredi,18,138,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070519,19-May-07,7,Saturday,Sábado,Samedi,19,139,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070520,20-May-07,1,Sunday,Domingo,Dimanche,20,140,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070521,21-May-07,2,Monday,Lunes,Lundi,21,141,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070522,22-May-07,3,Tuesday,Martes,Mardi,22,142,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070523,23-May-07,4,Wednesday,Miércoles,Mercredi,23,143,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070524,24-May-07,5,Thursday,Jueves,Jeudi,24,144,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070525,25-May-07,6,Friday,Viernes,Vendredi,25,145,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070526,26-May-07,7,Saturday,Sábado,Samedi,26,146,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070527,27-May-07,1,Sunday,Domingo,Dimanche,27,147,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070528,28-May-07,2,Monday,Lunes,Lundi,28,148,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070529,29-May-07,3,Tuesday,Martes,Mardi,29,149,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070530,30-May-07,4,Wednesday,Miércoles,Mercredi,30,150,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070531,31-May-07,5,Thursday,Jueves,Jeudi,31,151,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070601,1-Jun-07,6,Friday,Viernes,Vendredi,1,152,22,June,Junio,Juin,6,2,2007,1,4,2007,2
20070602,2-Jun-07,7,Saturday,Sábado,Samedi,2,153,22,June,Junio,Juin,6,2,2007,1,4,2007,2
20070603,3-Jun-07,1,Sunday,Domingo,Dimanche,3,154,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070604,4-Jun-07,2,Monday,Lunes,Lundi,4,155,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070605,5-Jun-07,3,Tuesday,Martes,Mardi,5,156,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070606,6-Jun-07,4,Wednesday,Miércoles,Mercredi,6,157,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070607,7-Jun-07,5,Thursday,Jueves,Jeudi,7,158,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070608,8-Jun-07,6,Friday,Viernes,Vendredi,8,159,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070609,9-Jun-07,7,Saturday,Sábado,Samedi,9,160,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070610,10-Jun-07,1,Sunday,Domingo,Dimanche,10,161,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070611,11-Jun-07,2,Monday,Lunes,Lundi,11,162,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070612,12-Jun-07,3,Tuesday,Martes,Mardi,12,163,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070613,13-Jun-07,4,Wednesday,Miércoles,Mercredi,13,164,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070614,14-Jun-07,5,Thursday,Jueves,Jeudi,14,165,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070615,15-Jun-07,6,Friday,Viernes,Vendredi,15,166,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070616,16-Jun-07,7,Saturday,Sábado,Samedi,16,167,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070617,17-Jun-07,1,Sunday,Domingo,Dimanche,17,168,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070618,18-Jun-07,2,Monday,Lunes,Lundi,18,169,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070619,19-Jun-07,3,Tuesday,Martes,Mardi,19,170,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070620,20-Jun-07,4,Wednesday,Miércoles,Mercredi,20,171,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070621,21-Jun-07,5,Thursday,Jueves,Jeudi,21,172,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070622,22-Jun-07,6,Friday,Viernes,Vendredi,22,173,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070623,23-Jun-07,7,Saturday,Sábado,Samedi,23,174,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070624,24-Jun-07,1,Sunday,Domingo,Dimanche,24,175,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070625,25-Jun-07,2,Monday,Lunes,Lundi,25,176,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070626,26-Jun-07,3,Tuesday,Martes,Mardi,26,177,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070627,27-Jun-07,4,Wednesday,Miércoles,Mercredi,27,178,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070628,28-Jun-07,5,Thursday,Jueves,Jeudi,28,179,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070629,29-Jun-07,6,Friday,Viernes,Vendredi,29,180,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070630,30-Jun-07,7,Saturday,Sábado,Samedi,30,181,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070101,1-Jan-07,2,Monday,Lunes,Lundi,1,1,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070102,2-Jan-07,3,Tuesday,Martes,Mardi,2,2,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070103,3-Jan-07,4,Wednesday,Miércoles,Mercredi,3,3,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070104,4-Jan-07,5,Thursday,Jueves,Jeudi,4,4,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070105,5-Jan-07,6,Friday,Viernes,Vendredi,5,5,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070106,6-Jan-07,7,Saturday,Sábado,Samedi,6,6,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070107,7-Jan-07,1,Sunday,Domingo,Dimanche,7,7,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070108,8-Jan-07,2,Monday,Lunes,Lundi,8,8,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070109,9-Jan-07,3,Tuesday,Martes,Mardi,9,9,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070110,10-Jan-07,4,Wednesday,Miércoles,Mercredi,10,10,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070111,11-Jan-07,5,Thursday,Jueves,Jeudi,11,11,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070112,12-Jan-07,6,Friday,Viernes,Vendredi,12,12,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070113,13-Jan-07,7,Saturday,Sábado,Samedi,13,13,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070114,14-Jan-07,1,Sunday,Domingo,Dimanche,14,14,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070115,15-Jan-07,2,Monday,Lunes,Lundi,15,15,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070116,16-Jan-07,3,Tuesday,Martes,Mardi,16,16,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070117,17-Jan-07,4,Wednesday,Miércoles,Mercredi,17,17,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070118,18-Jan-07,5,Thursday,Jueves,Jeudi,18,18,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070119,19-Jan-07,6,Friday,Viernes,Vendredi,19,19,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070120,20-Jan-07,7,Saturday,Sábado,Samedi,20,20,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070121,21-Jan-07,1,Sunday,Domingo,Dimanche,21,21,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070122,22-Jan-07,2,Monday,Lunes,Lundi,22,22,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070123,23-Jan-07,3,Tuesday,Martes,Mardi,23,23,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070124,24-Jan-07,4,Wednesday,Miércoles,Mercredi,24,24,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070125,25-Jan-07,5,Thursday,Jueves,Jeudi,25,25,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070126,26-Jan-07,6,Friday,Viernes,Vendredi,26,26,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070127,27-Jan-07,7,Saturday,Sábado,Samedi,27,27,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070128,28-Jan-07,1,Sunday,Domingo,Dimanche,28,28,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070129,29-Jan-07,2,Monday,Lunes,Lundi,29,29,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070130,30-Jan-07,3,Tuesday,Martes,Mardi,30,30,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070131,31-Jan-07,4,Wednesday,Miércoles,Mercredi,31,31,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070201,1-Feb-07,5,Thursday,Jueves,Jeudi,1,32,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070202,2-Feb-07,6,Friday,Viernes,Vendredi,2,33,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070203,3-Feb-07,7,Saturday,Sábado,Samedi,3,34,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070204,4-Feb-07,1,Sunday,Domingo,Dimanche,4,35,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070205,5-Feb-07,2,Monday,Lunes,Lundi,5,36,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070206,6-Feb-07,3,Tuesday,Martes,Mardi,6,37,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070207,7-Feb-07,4,Wednesday,Miércoles,Mercredi,7,38,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070208,8-Feb-07,5,Thursday,Jueves,Jeudi,8,39,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070209,9-Feb-07,6,Friday,Viernes,Vendredi,9,40,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070210,10-Feb-07,7,Saturday,Sábado,Samedi,10,41,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070211,11-Feb-07,1,Sunday,Domingo,Dimanche,11,42,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070212,12-Feb-07,2,Monday,Lunes,Lundi,12,43,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070213,13-Feb-07,3,Tuesday,Martes,Mardi,13,44,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070214,14-Feb-07,4,Wednesday,Miércoles,Mercredi,14,45,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070215,15-Feb-07,5,Thursday,Jueves,Jeudi,15,46,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070216,16-Feb-07,6,Friday,Viernes,Vendredi,16,47,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070217,17-Feb-07,7,Saturday,Sábado,Samedi,17,48,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070218,18-Feb-07,1,Sunday,Domingo,Dimanche,18,49,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070219,19-Feb-07,2,Monday,Lunes,Lundi,19,50,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070220,20-Feb-07,3,Tuesday,Martes,Mardi,20,51,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070221,21-Feb-07,4,Wednesday,Miércoles,Mercredi,21,52,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070222,22-Feb-07,5,Thursday,Jueves,Jeudi,22,53,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070223,23-Feb-07,6,Friday,Viernes,Vendredi,23,54,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070224,24-Feb-07,7,Saturday,Sábado,Samedi,24,55,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070225,25-Feb-07,1,Sunday,Domingo,Dimanche,25,56,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070226,26-Feb-07,2,Monday,Lunes,Lundi,26,57,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070227,27-Feb-07,3,Tuesday,Martes,Mardi,27,58,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070228,28-Feb-07,4,Wednesday,Miércoles,Mercredi,28,59,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070301,1-Mar-07,5,Thursday,Jueves,Jeudi,1,60,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070302,2-Mar-07,6,Friday,Viernes,Vendredi,2,61,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070303,3-Mar-07,7,Saturday,Sábado,Samedi,3,62,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070304,4-Mar-07,1,Sunday,Domingo,Dimanche,4,63,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070305,5-Mar-07,2,Monday,Lunes,Lundi,5,64,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070306,6-Mar-07,3,Tuesday,Martes,Mardi,6,65,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070307,7-Mar-07,4,Wednesday,Miércoles,Mercredi,7,66,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070308,8-Mar-07,5,Thursday,Jueves,Jeudi,8,67,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070309,9-Mar-07,6,Friday,Viernes,Vendredi,9,68,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070310,10-Mar-07,7,Saturday,Sábado,Samedi,10,69,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070311,11-Mar-07,1,Sunday,Domingo,Dimanche,11,70,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070312,12-Mar-07,2,Monday,Lunes,Lundi,12,71,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070313,13-Mar-07,3,Tuesday,Martes,Mardi,13,72,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070314,14-Mar-07,4,Wednesday,Miércoles,Mercredi,14,73,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070315,15-Mar-07,5,Thursday,Jueves,Jeudi,15,74,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
